Id	StageId	MaxLevel	RecommendationLevel	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
5939	30150178	59	55					653	585	442
5940	30150169	69	65					503	322	241
5941	30150170	69	65					503	322	241
5942	30150171	69	65					578	403	301
5943	30150172	69	65					578	403	301
5944	30150173	69	65					664	503	377
5945	30150174	69	65					664	503	377
5946	30150175	69	65					763	627	470
5947	30150176	69	65					763	627	470
5948	30150177	69	65					877	783	587
5949	30150178	69	65					877	783	587
5950	30150169	79	75					620	396	299
5951	30150170	79	75					620	396	299
5952	30150171	79	75					712	495	373
5953	30150172	79	75					712	495	373
5954	30150173	79	75					819	618	465
5955	30150174	79	75					819	618	465
5956	30150175	79	75					941	773	581
5957	30150176	79	75					941	773	581
5958	30150177	79	75					1081	965	725
5959	30150178	79	75					1081	965	725
5960	30150169	120	80					722	462	348
5961	30150170	120	80					722	462	348
5962	30150171	120	80					830	578	435
5963	30150172	120	80					830	578	435
5964	30150173	120	80					954	722	543
5965	30150174	120	80					954	722	543
5966	30150175	120	80					1097	903	678
5967	30150176	120	80					1097	903	678
5968	30150177	120	80					1261	1128	847
5969	30150178	120	80					1261	1128	847
5970	30150194	59	55					495	374	283
5971	30150195	59	55					569	468	353
5972	30150196	59	55					653	585	442
5973	30150194	69	65					664	503	377
5974	30150195	69	65					763	627	470
5975	30150196	69	65					877	783	587
5976	30150194	79	75					819	618	465
5977	30150195	79	75					941	773	581
5978	30150196	79	75					1081	965	725
5979	30150194	120	80					954	722	543
5980	30150195	120	80					1097	903	678
5981	30150196	120	80					1261	1128	847
5982	30150179	59	55					375	240	182
5983	30150180	59	55					431	300	227
5984	30150181	59	55					495	360	273
5985	30150182	59	55					569	419	318
5986	30150183	59	55					653	481	364
5987	30150179	69	65					503	322	241
5988	30150180	69	65					578	403	301
5989	30150181	69	65					664	483	362
5990	30150182	69	65					763	564	422
5991	30150183	69	65					877	644	483
5992	30150179	79	75					620	396	299
5993	30150180	79	75					712	495	373
5994	30150181	79	75					819	594	448
5995	30150182	79	75					941	692	522
5996	30150183	79	75					1081	793	598
5997	30150179	120	80					722	462	348
5998	30150180	120	80					830	578	435
5999	30150181	120	80					954	694	522
6000	30150182	120	80					1097	809	609
6001	30150183	120	80					1261	925	696
6002	30150136	59	55					289	185	140
6003	30150137	59	55					289	185	140
6004	30150138	59	55					332	231	175
6005	30150139	59	55					332	231	175
6006	30150140	59	55					381	288	218
6007	30150141	59	55					381	288	218
6008	30150142	59	55					438	360	272
6009	30150143	59	55					438	360	272
6010	30150144	59	55					503	450	340
6011	30150145	59	55					503	450	340
6012	30150136	69	65					387	248	186
6013	30150137	69	65					387	248	186
6014	30150138	69	65					445	310	232
6015	30150139	69	65					445	310	232
6016	30150140	69	65					511	387	290
6017	30150141	69	65					511	387	290
6018	30150142	69	65					587	483	362
6019	30150143	69	65					587	483	362
6020	30150144	69	65					675	603	452
6021	30150145	69	65					675	603	452
6022	30150136	79	75					477	305	230
6023	30150137	79	75					477	305	230
6024	30150138	79	75					548	381	287
6025	30150139	79	75					548	381	287
6026	30150140	79	75					630	476	358
6027	30150141	79	75					630	476	358
6028	30150142	79	75					724	595	447
6029	30150143	79	75					724	595	447
6030	30150144	79	75					832	743	558
6031	30150145	79	75					832	743	558
6032	30150136	120	75					556	356	268
6033	30150137	120	75					556	356	268
6034	30150138	120	75					639	445	335
6035	30150139	120	75					639	445	335
6036	30150140	120	75					734	556	418
6037	30150141	120	75					734	556	418
6038	30150142	120	75					844	695	522
6039	30150143	120	75					844	695	522
6040	30150144	120	75					970	868	652
6041	30150145	120	75					970	868	652
6042	10110152	120	80	100701050	2103050	100705	2103050	160	241	334
6043	10110113	49	50	100801070	10090108	100808	10090108	300	135	103
6044	10110113	57	65	100801070	10090108	100808	10090108	400	202	154
6045	10110113	120	75	100801070	10090108	100808	10090108	550	320	230
6046	30001201	54	40					72	52	41
6047	30001202	54	45					128	62	49
6048	30001203	54	50					202	73	57
6049	30001204	54	50					288	77	61
6050	30001205	54	50					380	79	62
6051	30001206	54	50					380	79	62
6052	30001201	79	55					133	81	64
6053	30001202	79	60					237	101	80
6054	30001203	79	65					349	117	91
6055	30001204	79	65					483	128	100
6056	30001205	79	65					604	132	103
6057	30001206	79	65					604	132	103
6058	30001201	120	80					198	129	101
6059	30001202	120	80					326	141	110
6060	30001203	120	80					512	165	129
6061	30001204	120	80					740	190	148
6062	30001205	120	80					919	195	152
6063	30001206	120	80					919	195	152
6064	10120102	49	50	100801010	10120102	100801	10120102	216	135	103
6065	10120106	49	50	100801010	10120106	100801	10120106	216	135	103
6066	10120107	49	50	100801010	10120107	100801	10120107	216	135	103
6067	10120109	49	50	100801010	10120109	100801	10120109	216	135	103
6068	10120110	49	50	100801010	10120110	100801	10120110	216	135	103
6069	10120111	49	50	100801010	10120111	100801	10120111	216	135	103
6070	10120113	49	50	100801010	10120113	100801	10120113	216	135	103
6071	10120116	49	50	100801010	10120116	100801	10120116	216	135	103
6072	10120118	49	50	100801010	10120118	100801	10120118	216	135	103
6073	10120123	49	50	100801010	10120123	100801	10120123	216	135	103
6074	10120124	49	50	100801010	10120124	100801	10120124	216	135	103
6075	10120125	49	50	100801010	10120125	100801	10120125	300	135	103
6076	10120102	57	65	100801010	10120102	100801	10120102	324	202	154
6077	10120106	57	65	100801010	10120106	100801	10120106	324	202	154
6078	10120107	57	65	100801010	10120107	100801	10120107	324	202	154
6079	10120109	57	65	100801010	10120109	100801	10120109	324	202	154
6080	10120110	57	65	100801010	10120110	100801	10120110	324	202	154
6081	10120111	57	65	100801010	10120111	100801	10120111	324	202	154
6082	10120113	57	65	100801010	10120113	100801	10120113	324	202	154
6083	10120116	57	65	100801010	10120116	100801	10120116	324	202	154
6084	10120118	57	65	100801010	10120118	100801	10120118	324	202	154
6085	10120123	57	65	100801010	10120123	100801	10120123	324	202	154
6086	10120124	57	65	100801010	10120124	100801	10120124	324	202	154
6087	10120125	57	65	100801010	10120125	100801	10120125	400	202	154
6088	10120102	120	75	100801010	10120102	100801	10120102	420	320	230
6089	10120106	120	75	100801010	10120106	100801	10120106	420	320	230
6090	10120107	120	75	100801010	10120107	100801	10120107	420	480	230
6091	10120109	120	75	100801010	10120109	100801	10120109	420	320	230
6092	10120110	120	75	100801010	10120110	100801	10120110	420	320	230
6093	10120111	120	75	100801010	10120111	100801	10120111	420	320	230
6094	10120113	120	75	100801010	10120113	100801	10120113	420	320	230
6095	10120116	120	75	100801010	10120116	100801	10120116	420	320	230
6096	10120118	120	75	100801010	10120118	100801	10120118	420	320	230
6097	10120123	120	75	100801010	10120123	100801	10120123	420	320	230
6098	10120124	120	75	100801010	10120124	100801	10120124	420	320	230
6099	10120125	120	75	100801010	10120125	100801	10120125	550	320	230
6100	11120101	49	50	110801010	11120101	110801	11120101	216	135	103
6101	11120103	49	50	110801010	11120103	110801	11120103	216	135	103
6102	11120104	49	50	110801010	11120104	110801	11120104	216	135	103
6103	11120107	49	50	110801010	11120107	110801	11120107	300	135	103
6104	11120101	57	65	110801010	11120101	110801	11120101	324	202	154
6105	11120103	57	65	110801010	11120103	110801	11120103	324	202	154
6106	11120104	57	65	110801010	11120104	110801	11120104	324	202	154
6107	11120107	57	65	110801010	11120107	110801	11120107	400	202	154
6108	11120101	120	75	110801010	11120101	110801	11120101	420	320	230
6109	11120103	120	75	110801010	11120103	110801	11120103	420	320	230
6110	11120104	120	75	110801010	11120104	110801	11120104	420	320	230
6111	11120107	120	75	110801010	11120107	110801	11120107	550	320	230
6112	30090550	49	45	2106011		210601		199	115	91
6113	30090550	59	55	2106011		210601		312	181	144
6114	30090550	69	65	2106011		210601		431	250	199
6115	30090550	79	75	2106011		210601		510	296	235
6116	30090550	120	80	2106011		210601		706	409	325
6117	30090551	49	45	2106011		210601		199	115	91
6118	30090551	59	55	2106011		210601		312	181	144
6119	30090551	69	65	2106011		210601		431	250	199
6120	30090551	79	75	2106011		210601		510	296	235
6121	30090551	120	80	2106011		210601		706	409	325
6122	30090552	49	45	2106011		210601		199	115	91
6123	30090552	59	55	2106011		210601		312	181	144
6124	30090552	69	65	2106011		210601		431	250	199
6125	30090552	79	75	2106011		210601		510	296	235
6126	30090552	120	80	2106011		210601		706	409	325
6127	30090553	49	45	2106011		210601		199	115	91
6128	30090553	59	55	2106011		210601		312	181	144
6129	30090553	69	65	2106011		210601		431	250	199
6130	30090553	79	75	2106011		210601		510	296	235
6131	30090553	120	80	2106011		210601		706	409	325
6132	30090554	49	45	2106011		210601		199	115	91
6133	30090554	59	55	2106011		210601		312	181	144
6134	30090554	69	65	2106011		210601		431	250	199
6135	30090554	79	75	2106011		210601		510	296	235
6136	30090554	120	80	2106011		210601		706	409	325
6137	30090555	49	45	2106012		210602		199	115	91
6138	30090555	59	55	2106012		210602		312	181	144
6139	30090555	69	65	2106012		210602		431	250	199
6140	30090555	79	75	2106012		210602		510	296	235
6141	30090555	120	80	2106012		210602		706	409	325
6142	30090556	49	45	2106012		210602		199	115	91
6143	30090556	59	55	2106012		210602		312	181	144
6144	30090556	69	65	2106012		210602		431	250	199
6145	30090556	79	75	2106012		210602		510	296	235
6146	30090556	120	80	2106012		210602		706	409	325
6147	30090557	49	45	2106012		210602		199	115	91
6148	30090557	59	55	2106012		210602		312	181	144
6149	30090557	69	65	2106012		210602		431	250	199
6150	30090557	79	75	2106012		210602		510	296	235
6151	30090557	120	80	2106012		210602		706	409	325
6152	30090558	49	45	2106012		210602		199	115	91
6153	30090558	59	55	2106012		210602		312	181	144
6154	30090558	69	65	2106012		210602		431	250	199
6155	30090558	79	75	2106012		210602		510	296	235
6156	30090558	120	80	2106012		210602		706	409	325
6157	30090559	49	45	2106012		210602		199	115	91
6158	30090559	59	55	2106012		210602		312	181	144
6159	30090559	69	65	2106012		210602		431	250	199
6160	30090559	79	75	2106012		210602		510	296	235
6161	30090559	120	80	2106012		210602		706	409	325
6162	30180261	40	45					199	115	91
6163	30180261	59	55					374	217	173
6164	30180261	69	65					517	300	239
6165	30180261	79	75					612	355	282
6166	30180261	89	80					847	491	390
6167	30180261	120	85					1024	593	471
6168	30180262	40	45					199	115	91
6169	30180262	59	55					312	181	144
6170	30180262	69	65					431	250	199
6171	30180262	79	75					510	296	235
6172	30180262	89	80					706	409	325
6173	30180262	120	85					854	494	393
6174	30180263	40	45					199	115	91
6175	30180263	59	55					312	181	144
6176	30180263	69	65					431	250	199
6177	30180263	79	75					510	296	235
6178	30180263	89	80					706	409	325
6179	30180263	120	85					854	494	393
6180	30180264	40	45					199	115	91
6181	30180264	59	55					312	181	144
6182	30180264	69	65					431	250	199
6183	30180264	79	75					510	296	235
6184	30180264	89	80					706	409	325
6185	30180264	120	85					854	494	393
6186	30180265	40	45					199	115	91
6187	30180265	59	55					312	181	144
6188	30180265	69	65					431	250	199
6189	30180265	79	75					510	296	235
6190	30180265	89	80					706	409	325
6191	30180265	120	85					854	494	393
6192	30180266	40	45					199	115	91
6193	30180266	59	55					312	181	144
6194	30180266	69	65					431	250	199
6195	30180266	79	75					510	296	235
6196	30180266	89	80					706	409	325
6197	30180266	120	85					854	494	393
6198	30180267	40	45					199	115	91
6199	30180267	59	55					312	181	144
6200	30180267	69	65					431	250	199
6201	30180267	79	75					510	296	235
6202	30180267	89	80					706	409	325
6203	30180267	120	85					854	494	393
6204	30180268	40	45					199	115	91
6205	30180268	59	55					374	217	173
6206	30180268	69	65					517	300	239
6207	30180268	79	75					612	355	282
6208	30180268	89	80					847	491	390
6209	30180268	120	85					1024	593	471
6210	30180269	40	45					179	103	81
6211	30180269	59	55					374	217	172
6212	30180269	69	65					517	300	238
6213	30180269	79	75					612	355	282
6214	30180269	89	80					847	490	390
6215	30180269	120	85					1024	593	471
6216	30180270	40	45					318	184	146
6217	30180270	59	55					624	362	288
6218	30180270	69	65					862	500	398
6219	30180270	79	75					1020	592	470
6220	30180270	89	80					1648	955	759
6221	30180270	120	85					1648	955	759
6222	30180231	40	45					199	115	91
6223	30180231	59	55					374	217	173
6224	30180231	69	65					517	300	239
6225	30180231	79	75					612	355	282
6226	30180231	89	80					847	491	390
6227	30180231	120	85					1024	593	471
6228	30180232	40	45					199	115	91
6229	30180232	59	55					312	181	144
6230	30180232	69	65					431	250	199
6231	30180232	79	75					510	296	235
6232	30180232	89	80					706	409	325
6233	30180232	120	85					854	494	393
6234	30180233	40	45					199	115	91
6235	30180233	59	55					312	181	144
6236	30180233	69	65					431	250	199
6237	30180233	79	75					510	296	235
6238	30180233	89	80					706	409	325
6239	30180233	120	85					854	494	393
6240	30180234	40	45					199	115	91
6241	30180234	59	55					312	181	144
6242	30180234	69	65					431	250	199
6243	30180234	79	75					510	296	235
6244	30180234	89	80					706	409	325
6245	30180234	120	85					854	494	393
6246	30180235	40	45					199	115	91
6247	30180235	59	55					312	181	144
6248	30180235	69	65					431	250	199
6249	30180235	79	75					510	296	235
6250	30180235	89	80					706	409	325
6251	30180235	120	85					854	494	393
6252	30180236	40	45					199	115	91
6253	30180236	59	55					312	181	144
6254	30180236	69	65					431	250	199
6255	30180236	79	75					510	296	235
6256	30180236	89	80					706	409	325
6257	30180236	120	85					854	494	393
6258	30180237	40	45					199	115	91
6259	30180237	59	55					312	181	144
6260	30180237	69	65					431	250	199
6261	30180237	79	75					510	296	235
6262	30180237	89	80					706	409	325
6263	30180237	120	85					854	494	393
6264	30180238	40	45					36	21	16
6265	30180238	59	55					90	52	42
6266	30180238	69	65					140	81	65
6267	30180238	79	75					184	107	85
6268	30180238	89	80					244	140	112
6269	30180238	120	85					295	169	135
6270	30180239	40	45					114	66	52
6271	30180239	59	55					225	130	103
6272	30180239	69	65					310	180	143
6273	30180239	79	75					367	213	169
6274	30180239	89	80					508	294	234
6275	30180239	120	85					615	356	283
6276	30180240	40	45					286	166	131
6277	30180240	59	55					562	326	259
6278	30180240	69	65					776	450	358
6279	30180240	79	75					918	533	423
6280	30180240	89	80					1484	859	683
6281	30180240	120	85					1484	859	683
6282	30180241	40	45					199	115	91
6283	30180241	59	55					374	217	173
6284	30180241	69	65					517	300	239
6285	30180241	79	75					612	355	282
6286	30180241	89	80					847	491	390
6287	30180241	120	85					1024	593	471
6288	30180242	40	45					199	115	91
6289	30180242	59	55					312	181	144
6290	30180242	69	65					431	250	199
6291	30180242	79	75					510	296	235
6292	30180242	89	80					706	409	325
6293	30180242	120	85					854	494	393
6294	30180243	40	45					199	115	91
6295	30180243	59	55					312	181	144
6296	30180243	69	65					431	250	199
6297	30180243	79	75					510	296	235
6298	30180243	89	80					706	409	325
6299	30180243	120	85					854	494	393
6300	30180244	40	45					199	115	91
6301	30180244	59	55					312	181	144
6302	30180244	69	65					431	250	199
6303	30180244	79	75					510	296	235
6304	30180244	89	80					706	409	325
6305	30180244	120	85					854	494	393
6306	30180245	40	45					199	115	91
6307	30180245	59	55					312	181	144
6308	30180245	69	65					431	250	199
6309	30180245	79	75					510	296	235
6310	30180245	89	80					706	409	325
6311	30180245	120	85					854	494	393
6312	30180246	40	45					199	115	91
6313	30180246	59	55					312	181	144
6314	30180246	69	65					431	250	199
6315	30180246	79	75					510	296	235
6316	30180246	89	80					706	409	325
6317	30180246	120	85					854	494	393
6318	30180247	40	45					199	115	91
6319	30180247	59	55					312	181	144
6320	30180247	69	65					431	250	199
6321	30180247	79	75					510	296	235
6322	30180247	89	80					706	409	325
6323	30180247	120	85					854	494	393
6324	30180248	40	45					77	46	36
6325	30180248	59	55					286	166	132
6326	30180248	69	65					449	262	206
6327	30180248	79	75					622	360	286
6328	30180248	89	80					734	427	338
6329	30180248	120	85					887	516	408
6330	30180249	40	45					12	7	5
6331	30180249	59	55					26	15	11
6332	30180249	69	65					42	24	19
6333	30180249	79	75					56	32	26
6334	30180249	89	80					88	50	40
6335	30180249	120	85					106	61	48
6336	30180250	40	45					48	28	22
6337	30180250	59	55					100	58	46
6338	30180250	69	65					162	94	74
6339	30180250	79	75					218	126	100
6340	30180250	89	80					375	216	172
6341	30180250	120	85					375	216	172
6342	30180251	40	45					199	115	91
6343	30180251	59	55					374	217	173
6344	30180251	69	65					517	300	239
6345	30180251	79	75					612	355	282
6346	30180251	89	80					847	491	390
6347	30180251	120	85					1024	593	471
6348	30180252	40	45					199	115	91
6349	30180252	59	55					312	181	144
6350	30180252	69	65					431	250	199
6351	30180252	79	75					510	296	235
6352	30180252	89	80					706	409	325
6353	30180252	120	85					854	494	393
6354	30180253	40	45					199	115	91
6355	30180253	59	55					312	181	144
6356	30180253	69	65					431	250	199
6357	30180253	79	75					510	296	235
6358	30180253	89	80					706	409	325
6359	30180253	120	85					854	494	393
6360	30180254	40	45					199	115	91
6361	30180254	59	55					312	181	144
6362	30180254	69	65					431	250	199
6363	30180254	79	75					510	296	235
6364	30180254	89	80					706	409	325
6365	30180254	120	85					854	494	393
6366	30180255	40	45					199	115	91
6367	30180255	59	55					312	181	144
6368	30180255	69	65					431	250	199
6369	30180255	79	75					510	296	235
6370	30180255	89	80					706	409	325
6371	30180255	120	85					854	494	393
6372	30180256	40	45					199	115	91
6373	30180256	59	55					312	181	144
6374	30180256	69	65					431	250	199
6375	30180256	79	75					510	296	235
6376	30180256	89	80					706	409	325
6377	30180256	120	85					854	494	393
6378	30180257	40	45					199	115	91
6379	30180257	59	55					312	181	144
6380	30180257	69	65					431	250	199
6381	30180257	79	75					510	296	235
6382	30180257	89	80					706	409	325
6383	30180257	120	85					854	494	393
6384	30180258	40	45					199	115	91
6385	30180258	59	55					374	217	173
6386	30180258	69	65					517	300	239
6387	30180258	79	75					612	355	282
6388	30180258	89	80					847	491	390
6389	30180258	120	85					1024	593	471
6390	30180259	40	45					129	74	58
6391	30180259	59	55					269	156	124
6392	30180259	69	65					372	216	171
6393	30180259	79	75					440	256	202
6394	30180259	89	80					610	353	280
6395	30180259	120	85					738	427	339
6396	30180260	40	45					280	161	127
6397	30180260	59	55					584	339	269
6398	30180260	69	65					807	468	372
6399	30180260	79	75					954	555	439
6400	30180260	89	80					1535	889	706
6401	30180260	120	85					1535	889	706
6402	30180221	40	45					199	115	91
6403	30180221	59	55					374	217	173
6404	30180221	69	65					517	300	239
6405	30180221	79	75					612	355	282
6406	30180221	89	80					847	491	390
6407	30180221	120	85					1024	593	471
6408	30180222	40	45					199	115	91
6409	30180222	59	55					312	181	144
6410	30180222	69	65					431	250	199
6411	30180222	79	75					510	296	235
6412	30180222	89	80					706	409	325
6413	30180222	120	85					854	494	393
6414	30180223	40	45					199	115	91
6415	30180223	59	55					312	181	144
6416	30180223	69	65					431	250	199
6417	30180223	79	75					510	296	235
6418	30180223	89	80					706	409	325
6419	30180223	120	85					854	494	393
6420	30180224	40	45					199	115	91
6421	30180224	59	55					312	181	144
6422	30180224	69	65					431	250	199
6423	30180224	79	75					510	296	235
6424	30180224	89	80					706	409	325
6425	30180224	120	85					854	494	393
6426	30180225	40	45					199	115	91
6427	30180225	59	55					312	181	144
6428	30180225	69	65					431	250	199
6429	30180225	79	75					510	296	235
6430	30180225	89	80					706	409	325
6431	30180225	120	85					854	494	393
6432	30180226	40	45					199	115	91
6433	30180226	59	55					312	181	144
6434	30180226	69	65					431	250	199
6435	30180226	79	75					510	296	235
6436	30180226	89	80					706	409	325
6437	30180226	120	85					854	494	393
6438	30180227	40	45					199	115	91
6439	30180227	59	55					312	181	144
6440	30180227	69	65					431	250	199
6441	30180227	79	75					510	296	235
6442	30180227	89	80					706	409	325
6443	30180227	120	85					854	494	393
6444	30180228	40	45					199	115	91
6445	30180228	59	55					374	217	173
6446	30180228	69	65					517	300	239
6447	30180228	79	75					612	355	282
6448	30180228	89	80					847	491	390
6449	30180228	120	85					1024	593	471
6450	30180229	40	45					139	80	63
6451	30180229	59	55					291	169	134
6452	30180229	69	65					403	234	185
6453	30180229	79	75					477	277	219
6454	30180229	89	80					661	382	304
6455	30180229	120	85					799	462	367
6456	30180230	40	45					286	166	131
6457	30180230	59	55					562	326	259
6458	30180230	69	65					776	450	358
6459	30180230	79	75					918	533	423
6460	30180230	89	80					1484	859	683
6461	30180230	120	85					1484	859	683
6462	10130152	40	45		11600		11600	85	85	66
6463	10130152	59	55		11600		11600	85	85	66
6464	10130152	69	65		11600		11600	85	85	66
6465	10130152	79	75		11600		11600	85	85	66
6466	10130152	89	80		11600		11600	85	85	66
6467	10130152	120	85		11600		11600	85	85	66
6468	30001301	49	45	100701050	2106013	100705	2106013	138	75	59
6469	30001302	49	45	100701050	2106013	100705	2106013	177	77	60
6470	30001303	49	45	100701050	2106013	100705	2106013	218	79	62
6471	30001304	49	45	100701050	2106013	100705	2106013	303	88	69
6472	30001305	49	45	100701050	2106013	100705	2106013	400	96	76
6473	30001301	59	55	100701050	2106013	100705	2106013	177	127	100
6474	30001302	59	55	100701050	2106013	100705	2106013	277	133	104
6475	30001303	59	55	100701050	2106013	100705	2106013	385	139	109
6476	30001304	59	55	100701050	2106013	100705	2106013	501	145	113
6477	30001305	59	55	100701050	2106013	100705	2106013	625	150	118
6478	30001301	69	65	100701050	2106013	100705	2106013	219	158	123
6479	30001302	69	65	100701050	2106013	100705	2106013	342	164	128
6480	30001303	69	65	100701050	2106013	100705	2106013	474	171	133
6481	30001304	69	65	100701050	2106013	100705	2106013	615	177	139
6482	30001305	69	65	100701050	2106013	100705	2106013	765	184	144
6483	30001301	120	75	100701050	2106013	100705	2106013	261	188	147
6484	30001302	120	75	100701050	2106013	100705	2106013	406	195	152
6485	30001303	120	75	100701050	2106013	100705	2106013	561	202	158
6486	30001304	120	75	100701050	2106013	100705	2106013	726	209	164
6487	30001305	120	75	100701050	2106013	100705	2106013	901	217	169
