Id	Name	Description	WorldDesc	BigIcon	Icon	ItemType	Quality	Priority	MaxCount	GridCount	TimelinessType	StartTime	Duration	RecycleRewardId	RecycleByMail	SellForId	SellForCount	RecType	RecTime	RecCount	SuitId	SkipIdParams[0]	SkipIdParams[1]	SkipIdParams[2]	SkipIdParams[3]	SkipIdParams[4]	SkipIdParams[5]	SubTypeParams[0]	SubTypeParams[1]	SubTypeParams[2]	SubTypeParams[3]	SubTypeParams[4]	SubTypeParams[5]	SubTypeParams[6]	SubTypeParams[7]
60601	Dragon Jade	Dragon Jades are only produced in Kowlong City. They can be exchanged for items in Rosary Path.	A glossy jade pendant with a vivid floating dragon carved on it. Rumor has it that some mysterious merchants would offer a fortune for this luxurious token...	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2006001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2006001Sp.png	3	4	10	99999	99999	1	2020/6/10 5:00	3456000																						
60602	Morning Star Cup	Randomly dropped in event stages that have a Serum cost. Can be exchanged for Sorbet Summer event mission rewards.	The Venus Splash Park limited edition ice-cream cup. Ticket holders can get a free cup from A'Mao. Made from strawberries, chocolate flakes, cream, and a paper card of Shark-speare. Note: The paper is not edible.	Assets/Product/Texture/Image/IconTools/IconActivityPointQuest2007001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPointQuest2007001Sp.png	3	4	10	99999	99999	1	2022/1/26 2:00	2437140	814	1																				
60700	Square Chip	Can be used to flip one tile in Summer Flip.	An exquisite square chip, used as a token for the wildly popular board game in the central arcade in Venus Splash Park. Win a certain amount of them and you get to take home all the prizes sealed away in the glass cabinet. Want to try your luck?	Assets/Product/Texture/Image/IconTools/IconActivityConsume2007001.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2007001Sp.png	3	4	10	99	99	1	2022/2/7 7:00	1814340																						
60701	One-Point Dice	Can be used in Summer Flip. Allows you to select a reward icon and move it one tile.	A beautifully crafted six-sided dice, used in the board game in the central arcade of Venus Splash Park. All its six sides bear the same number: "1"—so no matter how you throw it, you will always wind up moving one step.	Assets/Product/Texture/Image/IconTools/IconActivityConsume2007002.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityConsume2007002Sp.png	3	4	10	99	99	1	2022/2/7 7:00	1814340									11732													
60801	Summer Photo Puzzle Piece 1	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle01.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle01Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
60802	Summer Photo Puzzle Piece 2	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle02.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle02Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
60803	Summer Photo Puzzle Piece 3	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle03.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle03Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
60804	Summer Photo Puzzle Piece 4	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle04.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle04Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
60805	Summer Photo Puzzle Piece 5	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle05.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle05Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
60806	Summer Photo Puzzle Piece 6	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle06.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle06Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
60807	Summer Photo Puzzle Piece 7	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle07.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle07Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
60808	Summer Photo Puzzle Piece 8	A puzzle piece used in Summer Photo.	A puzzle piece used to activate the corresponding puzzle in Summer Photo.	Assets/Product/Texture/Image/IconTools/IconActivityPuzzle08.png	Assets/Product/Texture/Image/IconToolsSp/IconActivityPuzzle08Sp.png	3	5	59004	999999	999999	1	2020/8/19 5:00	1209600																						
70000	Hypertune Material Pack	Gives Hypertune Crystal α x300, Hypertune Crystal β x50, Hypertune Catalyst α x9, and Hypertune Catalyst β x3	Contains the materials needed to complete a Hypertune	Assets/Product/Texture/Image/IconTools/ItCaseI020010.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI020010Sp.png	16	6	2100	999	999												11723						1	1174						
70001	Hypertune Crystal α	Use it to purchase Hypertune Crystals from the Hypertune Shop.	Extracted and reforged from Hypertune Crystals, this crystal coin is a commonly used token in the Hypertune Shop.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0001.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0001Sp.png	4	3	10	999999	999999												11723	10032	11800	15002										
70002	Hypertune Crystal β	Use it to purchase Extreme (β) Hypertune Crystals from the Hypertune Shop.	Extracted and reforged from Extreme (β) Hypertune Crystals, this crystal coin is a commonly used token in the Hypertune Shop.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0002.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0002Sp.png	4	4	10	999999	999999												11723	10033	11800	15002										
70011	Condelina Hypertune α	Used as a material in Memory Hypertune.	"The Torch of Thinking" — Where the original copy of this great work was found is still unknown, but age has taken its toll on the book and it is now hardly interpretable. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0011.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0011Sp.png	4	5	2100	999999	999						70001	40					10034													
70012	Condelina Hypertune β	Used as a material in Memory Hypertune.	"Pure Reason" — A lengthy, sophisticated masterpiece of philosophy that laid the foundation of many great theories in the old world. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0012.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0012Sp.png	4	6	2100	999999	999						70002	40					10034													
70021	Shakespeare Hypertune α	Used as a material in Memory Hypertune.	"Incomplete Scripts" — Fragments of an old-world theater play, with some touching stories written on them. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0021.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0021Sp.png	4	5	2100	999999	999						70001	40					10034													
70022	Shakespeare Hypertune β	Used as a material in Memory Hypertune.	"Summer Night's Dream" — A story about an interesting incident caused by naughty fairies on a summer night. Seems to be highly popular in the old world. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0022.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0022Sp.png	4	6	2100	999999	999						70002	40					10034													
70031	Heisen Hypertune α	Used as a material in Memory Hypertune.	Replica Circuit — A mass-produced replica circuit that took reference from the human brain. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0031.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0031Sp.png	4	5	2100	999999	999						70001	40					10034													
70032	Heisen Hypertune β	Used as a material in Memory Hypertune.	Precision Circuit — A highly sophisticated, precision-machined electronic circuit. Even great scholars would take a lengthy time to study and understand its structure. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0032.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0032Sp.png	4	6	2100	999999	999						70002	40					10034													
70041	Darwin Hypertune α	Used as a material in Memory Hypertune.	"The Outline of Evolution" — An outline that resembles a mind map of early-age studies on the origin of creatures. Albeit very brief, it still clearly demonstrates the intelligence of its author. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0041.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0041Sp.png	4	5	2100	999999	999						70001	40					10034													
70042	Darwin Hypertune β	Used as a material in Memory Hypertune.	"Abstracts of the Origin of Species" — A scientific theory that brought revolution to biology and is still used as an evidence of evolution until today. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0042.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0042Sp.png	4	6	2100	999999	999						70002	40					10034													
70051	Hanna Hypertune α	Used as a material in Memory Hypertune.	Crude Piano Model — A crude model of a mini-piano made out of concepts that still requires a significant amount of work. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality	Assets/Product/Texture/Image/IconTools/IconEquipAwake0051.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0051Sp.png	4	5	2100	999999	999						70001	40					10034													
70052	Hanna Hypertune β	Used as a material in Memory Hypertune.	Wood Piano Model — Crafted from pure timber, this mini-piano model looks so real that one can almost press its keys to play a song. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0052.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0052Sp.png	4	6	2100	999999	999						70002	40					10034													
70061	Cottie Hypertune α	Used as a material in Memory Hypertune.	Doughnut (Low Sugar) — An ordinary-looking low sugar dessert. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0061.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0061Sp.png	4	5	2100	999999	999						70001	40					10034													
70062	Cottie Hypertune β	Used as a material in Memory Hypertune.	Doughnut Box — A gift box consisting of doughnuts made by pastry chefs all around the globe. The doughnuts inside look great and taste delicious without being too sweet. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0062.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0062Sp.png	4	6	2100	999999	999						70002	40					10034													
70071	Da Vinci Hypertune α	Used as a material in Memory Hypertune.	Sketch of Machines — A passionate machine enthusiast's sketch of some mechanical concepts, ranging from basic robots to powered vehicles. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0071.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0071Sp.png	4	5	2100	999999	999						70001	40					10034													
70072	Da Vinci Hypertune β	Used as a material in Memory Hypertune.	Da Vinci's Cryptex — An encrypted tube consisting of 5 rotating alphabetic discs. Rumor has it that secrets are stored inside the tube, but breaking it by force will destroy its content forever. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0072.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0072Sp.png	4	6	2100	999999	999						70002	40					10034													
70081	Catherine Hypertune α	Used as a material in Memory Hypertune.	Flower Bud — This bud was made into a dry specimen before it bloomed so it could be preserved longer. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0081.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0081Sp.png	4	5	2100	999999	999						70001	40					10034													
70082	Catherine Hypertune β	Used as a material in Memory Hypertune.	Red Blossom — A new sample of fresh red rose. Its rotating petals and juicy red color are still highly sought after by many collectors. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0082.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0082Sp.png	4	6	2100	999999	999						70002	40					10034													
70091	Einsteina Hypertune α	Used as a material in Memory Hypertune.	"Unfinished Works" — An excerpt paying tribute to the original author's academic philosophy, but incomplete for some unknown reason. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0091.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0091Sp.png	4	5	2100	999999	999						70001	40					10034													
70092	Einsteina Hypertune β	Used as a material in Memory Hypertune.	"Theory of Relativity (Abstract)" — A theory that revolutionized physics and is still seen as the pinnacle of wisdom today. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0092.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0092Sp.png	4	6	2100	999999	999						70002	40					10034													
70101	Philip II Hypertune α	Used as a material in Memory Hypertune.	Silver Alloy Flute — A beautifully crafted flute that is also corrosion resistant, making it a decent option for flute enthusiasts. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0101.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0101Sp.png	4	5	2100	999999	999						70001	40					10034													
70102	Philip II Hypertune β	Used as a material in Memory Hypertune.	Pure Platinum Flute — Its delicate looks suggest an expensive price tag for this hand-crafted instrument. The pure, bright timbre gives the listeners a refreshing feel. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0102.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0102Sp.png	4	6	2100	999999	999						70002	40					10034													
70111	Guinevere Hypertune α	Used as a material in Memory Hypertune.	Glamorous Shard — This timeworn shard used to be part of some luxurious ornament and had witnessed a great but pitiful time. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0111.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0111Sp.png	4	5	2100	999999	999						70001	40					10034													
70112	Guinevere Hypertune β	Used as a material in Memory Hypertune.	Laurel Crown — A corona weaved from laurel leaves for the beauty. It gives a nice fragrance. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0112.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0112Sp.png	4	6	2100	999999	999						70002	40					10034													
70121	Frederick Hypertune α	Used as a material in Memory Hypertune.	"Unnamed Music Sheet" — No one knows what this simple and pleasant music is called, or where it comes from. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0121.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0121Sp.png	4	5	2100	999999	999						70001	40					10034													
70122	Frederick Hypertune β	Used as a material in Memory Hypertune.	"Flute Concerto" — This renowned concerto is elegant, passionate and bold, yet has great attention to detail. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0122.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0122Sp.png	4	6	2100	999999	999						70002	40					10034													
70131	Bathlon Hypertune α	Used as a material in Memory Hypertune.	Rusty Badge — This timeworn badge no longer shines, but the honor it carries has not faded a bit. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0141.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0141Sp.png	4	5	2100	999999	999						70001	40					10034													
70132	Bathlon Hypertune β	Used as a material in Memory Hypertune.	Gem Scepter — Crafted from precious metals, this scepter is decorated with many gems, and has a flying eagle carved on the disc at the top. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0142.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0142Sp.png	4	6	2100	999999	999						70002	40					10034													
70141	Patton Hypertune α	Used as a material in Memory Hypertune.	Silver Medal — Forged from silver alloys, this medal is often awarded to those who have made outstanding contribution in one or more areas. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0131.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0131Sp.png	4	5	2100	999999	999						70001	40					10034													
70142	Patton Hypertune β	Used as a material in Memory Hypertune.	Royal Medal — On this medal are lions, unicorns, and a shield in the center. Only those who are kind, brave, and have made great contribution can receive this honor. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0132.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0132Sp.png	4	6	2100	999999	999						70002	40					10034													
70151	Zu Wenyuan Hypertune α	Used as a material in Memory Hypertune.	Measuring Tools — Various types of advanced measuring tools that are easy to carry and manufacture, yet have great precision. Form part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0151.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0151Sp.png	4	5	2100	999999	999						70001	40					10034													
70152	Zu Wenyuan Hypertune β	Used as a material in Memory Hypertune.	Mathematics Collection — A collection of many mathematics models and their solutions that represents the development of mathematics over time, and still has great significance in precision calculation and measuring. Forms part of the Memory Chip's signal frequency and can be used to improve the chip quality.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0152.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0152Sp.png	4	6	2100	999999	999						70002	40					10034													
70161	Koya Hypertune α	Used as a material in Memory Hypertune.	Life Support Set: A toolbox once used by Koya. Contains various tools that can be used for combat support, defense fortification, and emergency rescue. Accounts for a section of the chip's signal spectrum and can be used to upgrade the chip.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0161.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0161Sp.png	4	5	2100	999999	999						70001	40					10034													
70162	Koya Hypertune β	Used as a material in Memory Hypertune.	Mottled Photo: A photo of two young boys, one blue-haired and one blond. Their faces, bathed in the sunset glow, are barely invisible. This item accounts for a section of the chip's signal spectrum and can be used to upgrade the chip.	Assets/Product/Texture/Image/IconTools/IconEquipAwake0162.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake0162Sp.png	4	6	2100	999999	999						70002	40					10034													
79991	Hypertune Catalyst α	Used as a material in Memory Hypertune.	Generates a highly volatile catalytic reaction in the Memory Chip's internal compounds which leads to the forming of low-level bonds between micro particles. Part of the new Memory signals are formed during the reaction. 	Assets/Product/Texture/Image/IconTools/IconEquipAwake9991.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake9991Sp.png	4	4	2100	999999	999						1	10					11723	11800	15002											
79992	Hypertune Catalyst β	Used as a material in Memory Hypertune.	Generates an extremely volatile catalytic reaction in the Memory Chip's internal compounds which leads to the forming of high-level bonds between micro particles. New Memory signals are rapidly formed during the reaction.	Assets/Product/Texture/Image/IconTools/IconEquipAwake9992.png	Assets/Product/Texture/Image/IconToolsSp/IconEquipAwake9992Sp.png	4	5	2100	999999	999						1	10					11723	15002												
80001	Benizakura	Fairy Garment — Katana	A katana used by the Performer Puppets to perform an ethereal blade dance.	Assets/Product/Texture/Image/IconTools/E3SwordMd140111.png	Assets/Product/Texture/Image/IconToolsSp/E3SwordMd140111Sp.png	32	5	2100	1	1																		12020001							
80002	Iris	Fairy Garment — Bow	Beautiful things come with thorns, the same as this bow does.	Assets/Product/Texture/Image/IconTools/E3BowMd090011.png	Assets/Product/Texture/Image/IconToolsSp/E3BowMd090011Sp.png	32	5	2100	1	1																		12040001							
80003	Firecrackers	Spring Festival — Cannon	Its design is inspired by firecrackers. The firecrackers on the tail can be loaded into the barrel as a projectile. It has a several second downtime after every shot.	Assets/Product/Texture/Image/IconTools/E2SleeveMd110011.png	Assets/Product/Texture/Image/IconToolsSp/E2SleeveMd110011Sp.png	32	5	2100	1	1																		12070001							
81003	Hymn of Stars	Christmas — Chainsaw	A Christmas elf is said to come with cheery tintinnabulations in snow, and at this time, snowflakes fly as if they are celebrating her arrival—Shh... You heard that? Here she is!	Assets/Product/Texture/Image/IconToolsSp/E3SawMd090011Sp.png	Assets/Product/Texture/Image/IconTools/E3SawMd090011.png	32	5	2100	1	1																		12051001							
250001	Coating Pick Supply Pack	Use it in Items > Item.	Choose 1 from 14 Coatings: Gray Feathers: Palefire, Gray Feathers: Storm, Gray Feathers: Blast, Gray Feathers: Ember, Gray Feathers: Lotus, Gray Feathers: Eclipse, Gray Feathers: Pulse, Gray Feathers: Lux, Gray Feathers: Dawn, Demon Gear, Thistle, Gothic Sentinel, Ashen End, Shooting Star.	Assets/Product/Texture/Image/IconTools/ItCaseI010050.png	Assets/Product/Texture/Image/IconToolsSp/ItCaseI010050Sp.png	16	5	97512	9	1						1	100											3	2000068	1					
250002	B-Rank Construct Pick	Choose one from 3 B-Rank Constructs: Lotus, Storm, Eclipse.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi11.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi11Sp.png	16	5	97501	99	1						1	100											3	2000020	1					
250003	A-Rank Construct Pick	Choose one from 6 A-Rank Constructs: Dawn, Lux, Palefire, Zero, Blast, Nightblade.	Use it in Items > Item.	Assets/Product/Texture/Image/IconTools/leijichongzhi05.png	Assets/Product/Texture/Image/IconToolsSp/leijichongzhi05Sp.png	16	5	97501	99	1						1	100											3	2000022	1					
250004	New Year Gift	A special gift for Constructs	The gift obtained from New Year event. Give it to Constructs.	Assets/Product/Texture/Image/IconTools/ItJpGift0101.png	Assets/Product/Texture/Image/IconToolsSp/ItJpGift0101.png	4	5	1	99999	999	1	2021/1/1 0:00	2160000			1	100																		
250006	Gray Feathers: Palefire	Uniform — Lee: Palefire	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10110090102.png	Assets/Product/Texture/Image/IconToolsSp/Clo10110090102Sp.png	16	5	97512	9	1																		1	2000103	90003					
250007	Gray Feathers: Nightblade	Uniform — Watanabe: Nightblade	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10810020201.png	Assets/Product/Texture/Image/IconToolsSp/Clo10810020201Sp.png	16	5	97512	9	1																		1	2000104	90003					
250008	Gray Feathers: Tenebrion	Uniform — Kamui: Tenebrion	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10610030201.png	Assets/Product/Texture/Image/IconToolsSp/Clo10610030201Sp.png	16	5	97512	9	1																		1	2000105	90003					
250009	Gray Feathers: Entropy	Uniform — Lee: Entropy	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10110030201.png	Assets/Product/Texture/Image/IconToolsSp/Clo10110030201Sp.png	16	5	97512	9	1																		1	2000106	90003					
250010	Machina	Horizon — Karenina: Ember	The special ports on this outfit keep Karenina in sync with her action-support system, so she can adapt to fast-accelerating, intensive combat situations.	Assets/Product/Texture/Image/IconTools/Clo10710030401.png	Assets/Product/Texture/Image/IconToolsSp/Clo10710030401Sp.png	16	5	97512	9	1																		1	2000107	90003					
250011	Gray Feathers: Blast	Uniform — Karenina: Blast	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10710020201.png	Assets/Product/Texture/Image/IconToolsSp/Clo10710020201Sp.png	16	5	97512	9	1																		1	2000108	90003					
250012	Gray Feathers: Ember	Uniform — Karenina: Ember	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10710030201.png	Assets/Product/Texture/Image/IconToolsSp/Clo10710030201Sp.png	16	5	97512	9	1																		1	2000109	90003					
250013	Gray Feathers: Storm	Uniform — Nanami: Storm	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10510090102.png	Assets/Product/Texture/Image/IconToolsSp/Clo10510090102Sp.png	16	5	97512	9	1																		1	2000110	90003					
250014	Thistle	Corrosion — Bianca: Zero	This elegant outfit borrows elements from the special crystal structure of refined ores found in regions of deep corrosion.	Assets/Product/Texture/Image/IconTools/Clo10410070101.png	Assets/Product/Texture/Image/IconToolsSp/Clo10410070101Sp.png	16	5	97512	9	1																		1	2000111	90003					
250015	Gothic	Underground Arena — Lucia: Dawn	Cruel yet elegant, she is one of the most formidable candidates in the ring. Still, many dream to become her new owner and take her away.	Assets/Product/Texture/Image/IconTools/Clo10210020701.png	Assets/Product/Texture/Image/IconToolsSp/Clo10210020701Sp.png	16	5	97512	9	1																		1	2000112	90003					
250016	Ashen End	Corrosion — Lee: Entropy	Equipped with built-in virus filter at the neck, enhanced alloy arms and converging leg armor, as well as independent bionic eyes. No prey could ever run away from the wearer of this outfit.	Assets/Product/Texture/Image/IconTools/Clo10110030301.png	Assets/Product/Texture/Image/IconToolsSp/Clo10110030301Sp.png	16	5	97512	9	1																		1	2000113	90003					
250017	Gray Feathers: Lotus	Uniform — Lucia: Lotus	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10210090302.png	Assets/Product/Texture/Image/IconToolsSp/Clo10210090302Sp.png	16	5	97512	9	1																		1	2000114	90003					
250018	Gray Feathers: Eclipse	Uniform — Liv: Eclipse	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10310090102.png	Assets/Product/Texture/Image/IconToolsSp/Clo10310090102Sp.png	16	5	97512	9	1																		1	2000115	90003					
250019	Gray Feathers: Lux	Uniform — Liv: Lux	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10310020201.png	Assets/Product/Texture/Image/IconToolsSp/Clo10310020201Sp.png	16	5	97512	9	1																		1	2000116	90003					
250020	Gray Feathers: Dawn	Uniform — Lucia: Dawn	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10210020201.png	Assets/Product/Texture/Image/IconToolsSp/Clo10210020201Sp.png	16	5	97512	9	1																		1	2000117	90003					
250021	Gray Feathers: Pulse	Uniform — Nanami: Pulse	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10510039011.png	Assets/Product/Texture/Image/IconToolsSp/Clo10510039011Sp.png	16	5	97512	9	1																		1	2000118	90003					
250022	Gray Feathers: La Paix	Uniform — Liv: La Paix	The customized uniform made for all the Constructs that have developed a bond with Gray Raven. Often worn as a formal dress during all important events.	Assets/Product/Texture/Image/IconTools/Clo10310039011.png	Assets/Product/Texture/Image/IconToolsSp/Clo10310039011Sp.png	16	5	97512	9	1																		1	2000119	90003					
